time,flux
1329.4958333333334,0.9858379755261952
1329.4972222222223,0.9859505413475097
1329.4986111111111,0.9857718276460674
1329.5,0.9857143619847266
1329.5013888888889,0.9858947100020239
1329.5027777777777,0.9856933707109516
1329.5041666666666,0.9857896645276781
1329.5055555555555,0.9858213116528001
1329.5069444444443,0.9857685617104165
1329.5083333333334,0.9858626770127126
1329.5097222222223,0.9857879774448943
1329.5111111111112,0.9857504867570226
1329.5125,0.9855724674109134
1329.513888888889,0.985656230804848
1329.5152777777778,0.9855656836670327
1329.5166666666667,0.9856552393388033
1329.5180555555555,0.9854423637583295
1329.5194444444444,0.9856380402607274
1329.5208333333333,0.985508788672039
1329.5222222222221,0.9855249847299752
1329.5236111111112,0.985590387774787
1329.525,0.9856399555533518
1329.526388888889,0.98562195444215
1329.5277777777778,0.9855707594902094
1329.5291666666667,0.9855472915111173
1329.5305555555556,0.9854447308787695
1329.5319444444444,0.9855805527742907
1329.5333333333333,0.9854400707181235
1329.5347222222222,0.9854421264725994
1329.536111111111,0.9855234852678385
1329.5375,0.9856336869824746
1329.5388888888888,0.9854929102503448
1329.5402777777779,0.9854627659067495
1329.5416666666667,0.9854630793923496
1329.5430555555556,0.9854472633406394
1329.5444444444445,0.9854849498041
1329.5458333333333,0.9855439264588327
1329.5472222222222,0.9854206884589152
1329.548611111111,0.9854484377029505
1329.55,0.985482494555966
1329.5513888888888,0.9853482265576115
1329.5527777777777,0.985326522656369
1329.5541666666666,0.985315957606769
1329.5555555555557,0.9853759409939449
1329.5569444444445,0.9853749371719601
1329.5583333333334,0.9853843248752627
1329.5597222222223,0.9852881275082577
1329.5611111111111,0.9853088275385199
1329.5625,0.9853281892651679
1329.5638888888889,0.9854336960540765
1329.5652777777777,0.9853932719380611
1329.5666666666666,0.9852418491613598
1329.5680555555555,0.9853782035540973
1329.5694444444443,0.9854522923233558
1329.5708333333334,0.9853582163667386
1329.5722222222223,0.9852676428118751
1329.5736111111112,0.9852466787860306
1329.575,0.9853129480444479
1329.576388888889,0.9852391058060296
1329.5777777777778,0.985119874553533
1329.5791666666667,0.9852188282074396
1329.5805555555555,0.9851526852024649
1329.5819444444444,0.9852586794661503
1329.5833333333333,0.985192127452242
1329.5847222222221,0.9851919398803426
1329.5861111111112,0.9851445064984549
1329.5875,0.9849838519034144
1329.588888888889,0.9851828995717596
1329.5902777777778,0.9851594490363982
1329.5916666666667,0.985057273346071
1329.5930555555556,0.9851499986812012
1329.5944444444444,0.9851278249485909
1329.5958333333333,0.9848616754458551
1329.5972222222222,0.9851405891732808
1329.598611111111,0.9851344421246759
1329.6,0.9851958197231434
1329.6013888888888,0.9849953786325352
1329.6027777777779,0.9850184885588461
1329.6041666666667,0.9850148547504428
1329.6055555555556,0.9849679618687069
1329.6069444444445,0.9848993885362051
1329.6083333333333,0.9848726156213926
1329.6097222222222,0.9849258671015616
1329.611111111111,0.9850562683116318
1329.6125,0.9850011231776125
1329.6138888888888,0.9849095488609985
1329.6152777777777,0.9848966014989341
1329.6166666666666,0.9849438507461881
1329.6180555555557,0.9849794515167966
1329.6194444444445,0.9849674606290257
1329.6208333333334,0.9849982539144202
1329.6222222222223,0.9849727414690441
1329.6236111111111,0.9849934595063906
1329.625,0.9848855511107932
1329.6263888888889,0.9850564748327182
1329.6277777777777,0.9849810130234521
1329.6291666666666,0.9848474566782572
1329.6305555555555,0.9847800263922961
1329.6319444444443,0.9848772656827489
1329.6333333333334,0.9849226612030422
