# SYNTHETIC TESS LIGHT CURVE
# OBJECT: TIC 91315
# SECTOR: 3
# CREATED: 2025-05-31T17:13:38
# CADENCE: 2-minute
# COLUMNS: time,flux,flux_err,quality
time,flux,flux_err,quality
1385.0,1.0005183356293872,8.639552817845163e-05,0
1385.0013888888889,1.0005371961029195,8.639552817845163e-05,0
1385.0027777777777,1.0003155209815375,8.639552817845163e-05,0
1385.0041666666666,1.0004695025038073,8.639552817845163e-05,0
1385.0055555555555,1.0005071792150941,8.639552817845163e-05,0
1385.0069444444443,1.000431616060081,8.639552817845163e-05,0
1385.0083333333334,1.0004876799181308,8.639552817845163e-05,0
1385.0097222222223,1.0005166440274298,8.639552817845163e-05,0
1385.0111111111112,1.0005020542189278,8.639552817845163e-05,0
1385.0125,1.0003536437119522,8.639552817845163e-05,0
1385.013888888889,1.0006024306283523,8.639552817845163e-05,0
1385.0152777777778,1.000577033270186,8.639552817845163e-05,0
1385.0166666666667,1.0005479375965207,8.639552817845163e-05,0
1385.0180555555555,1.000504789708848,8.639552817845163e-05,0
1385.0194444444444,1.0003358444790018,8.639552817845163e-05,0
1385.0208333333333,1.000280796113159,8.639552817845163e-05,0
1385.0222222222221,1.000444618157403,8.639552817845163e-05,0
1385.0236111111112,1.0005647398445088,8.639552817845163e-05,0
1385.025,1.0006884573599313,8.639552817845163e-05,0
1385.026388888889,1.0003587705779626,8.639552817845163e-05,0
1385.0277777777778,1.0004966678482194,8.639552817845163e-05,0
1385.0291666666667,1.0004780708621466,8.639552817845163e-05,0
1385.0305555555556,1.000552716432769,8.639552817845163e-05,0
1385.0319444444444,1.0006240850214476,8.639552817845163e-05,0
1385.0333333333333,1.0004282602400527,8.639552817845163e-05,0
1385.0347222222222,1.0005456744913803,8.639552817845163e-05,0
1385.036111111111,1.0005618979912216,8.639552817845163e-05,0
1385.0375,1.000447999450431,8.639552817845163e-05,0
1385.0388888888888,1.00050756862766,8.639552817845163e-05,0
1385.0402777777779,1.0004759733075783,8.639552817845163e-05,0
1385.0416666666667,1.0003448676293667,8.639552817845163e-05,0
1385.0430555555556,1.0005156490327578,8.639552817845163e-05,0
1385.0444444444445,1.0003534230644313,8.639552817845163e-05,0
1385.0458333333333,1.0003931481367747,8.639552817845163e-05,0
1385.0472222222222,1.0003798208591048,8.639552817845163e-05,0
1385.048611111111,1.0006343172853998,8.639552817845163e-05,0
1385.05,1.0004913049534545,8.639552817845163e-05,0
1385.0513888888888,1.000690914796841,8.639552817845163e-05,0
1385.0527777777777,1.0004514476454198,8.639552817845163e-05,0
1385.0541666666666,1.000530677333313,8.639552817845163e-05,0
1385.0555555555557,1.000537333130471,8.639552817845163e-05,0
1385.0569444444445,1.0004270760733105,8.639552817845163e-05,0
1385.0583333333334,1.000654127255702,8.639552817845163e-05,0
1385.0597222222223,1.0006806619753472,8.639552817845163e-05,0
1385.0611111111111,1.0003128189416692,8.639552817845163e-05,0
1385.0625,1.0005990311537776,8.639552817845163e-05,0
1385.0638888888889,1.000446088263164,8.639552817845163e-05,0
1385.0652777777777,1.0004897056507218,8.639552817845163e-05,0
1385.0666666666666,1.0003548706694465,8.639552817845163e-05,0
1385.0680555555555,1.0004496386194766,8.639552817845163e-05,0
1385.0694444444443,1.00055829611347,8.639552817845163e-05,0
1385.0708333333334,1.0004168570602667,8.639552817845163e-05,0
1385.0722222222223,1.0004736994143728,8.639552817845163e-05,0
1385.0736111111112,1.000606265380851,8.639552817845163e-05,0
1385.075,1.000528304194211,8.639552817845163e-05,0
1385.076388888889,1.0004871944795064,8.639552817845163e-05,0
1385.0777777777778,1.0005807068608685,8.639552817845163e-05,0
1385.0791666666667,1.000408415442689,8.639552817845163e-05,0
1385.0805555555555,1.000461363067709,8.639552817845163e-05,0
1385.0819444444444,1.000460233418845,8.639552817845163e-05,0
1385.0833333333333,1.0004448661054575,8.639552817845163e-05,0
1385.0847222222221,1.000500111741613,8.639552817845163e-05,0
1385.0861111111112,1.0005246561288599,8.639552817845163e-05,0
1385.0875,1.0004596253897338,8.639552817845163e-05,0
1385.088888888889,1.0004987723937067,8.639552817845163e-05,0
1385.0902777777778,1.000409662408581,8.639552817845163e-05,0
1385.0916666666667,1.0003971202170003,8.639552817845163e-05,0
1385.0930555555556,1.0005700789388805,8.639552817845163e-05,0
1385.0944444444444,1.0005218024614142,8.639552817845163e-05,0
1385.0958333333333,1.0006372274798134,8.639552817845163e-05,0
1385.0972222222222,1.0005228428820614,8.639552817845163e-05,0
1385.098611111111,1.0005431075353914,8.639552817845163e-05,0
1385.1,1.000587602441152,8.639552817845163e-05,0
1385.1013888888888,1.0005190179761663,8.639552817845163e-05,0
1385.1027777777779,1.0005093016721127,8.639552817845163e-05,0
1385.1041666666667,1.0003540186826942,8.639552817845163e-05,0
1385.1055555555556,1.0006237049801914,8.639552817845163e-05,0
1385.1069444444445,1.000560714680763,8.639552817845163e-05,0
1385.1083333333333,1.0003465279365575,8.639552817845163e-05,0
1385.1097222222222,1.0004018337585452,8.639552817845163e-05,0
1385.111111111111,1.0005162917582675,8.639552817845163e-05,0
1385.1125,1.0003297195608314,8.639552817845163e-05,0
1385.1138888888888,1.0005206255568166,8.639552817845163e-05,0
1385.1152777777777,1.00049639936684,8.639552817845163e-05,0
1385.1166666666666,1.000418413856514,8.639552817845163e-05,0
1385.1180555555557,1.0004424351351886,8.639552817845163e-05,0
1385.1194444444445,1.0004584158445053,8.639552817845163e-05,0
1385.1208333333334,1.0004802968608209,8.639552817845163e-05,0
1385.1222222222223,1.0005201317399046,8.639552817845163e-05,0
1385.1236111111111,1.0004973262831518,8.639552817845163e-05,0
1385.125,1.000420824850987,8.639552817845163e-05,0
1385.1263888888889,1.000442859073952,8.639552817845163e-05,0
1385.1277777777777,1.0005235149489902,8.639552817845163e-05,0
1385.1291666666666,1.0005845757846894,8.639552817845163e-05,0
1385.1305555555555,1.000585935454736,8.639552817845163e-05,0
1385.1319444444443,1.0003635836029743,8.639552817845163e-05,0
1385.1333333333334,1.000447730359974,8.639552817845163e-05,0
1385.1347222222223,1.0003855230526921,8.639552817845163e-05,0
1385.1361111111112,1.0004666637551665,8.639552817845163e-05,0
1385.1375,1.0005159069782261,8.639552817845163e-05,0
1385.138888888889,1.0004718572524518,8.639552817845163e-05,0
1385.1402777777778,1.0004672027595447,8.639552817845163e-05,0
1385.1416666666667,1.0003277392070413,8.639552817845163e-05,0
1385.1430555555555,1.0003945736556417,8.639552817845163e-05,0
1385.1444444444444,1.0003023914428804,8.639552817845163e-05,0
1385.1458333333333,1.0003096359513275,8.639552817845163e-05,0
1385.1472222222221,1.0005462077915042,8.639552817845163e-05,0
1385.1486111111112,1.00039623378295,8.639552817845163e-05,0
1385.15,1.0005207608748414,8.639552817845163e-05,0
1385.151388888889,1.0003457874978259,8.639552817845163e-05,0
1385.1527777777778,1.000475654452991,8.639552817845163e-05,0
1385.1541666666667,1.0004666561821989,8.639552817845163e-05,0
1385.1555555555556,1.0005361707507878,8.639552817845163e-05,0
1385.1569444444444,1.0003226912345389,8.639552817845163e-05,0
1385.1583333333333,1.0003837976768308,8.639552817845163e-05,0
1385.1597222222222,1.0004532647623405,8.639552817845163e-05,0
1385.161111111111,1.000401171921025,8.639552817845163e-05,0
1385.1625,1.0005272176030324,8.639552817845163e-05,0
1385.1638888888888,1.0006459940400967,8.639552817845163e-05,0
1385.1652777777779,1.0003312328815888,8.639552817845163e-05,0
1385.1666666666667,1.0002903023593364,8.639552817845163e-05,0
1385.1680555555556,1.0003237400417822,8.639552817845163e-05,0
1385.1694444444445,1.0003413265862429,8.639552817845163e-05,0
1385.1708333333333,1.0004324664263868,8.639552817845163e-05,0
1385.1722222222222,1.0005699221183266,8.639552817845163e-05,0
1385.173611111111,1.000416237205234,8.639552817845163e-05,0
1385.175,1.000533148726488,8.639552817845163e-05,0
