time,flux,flux_err
-0.10380628092798361,0.9999047663514828,9.309787173982862e-05
-0.10241739203866018,0.999909628239034,9.309724762796744e-05
-0.1010285031497915,1.0000729664258892,9.309731226357138e-05
-0.09963961426092283,1.0000983570136792,9.30970142024941e-05
-0.09825072537205415,0.9999147364186608,9.309643594192936e-05
-0.09686183648318547,1.0000161641821794,9.309559219752184e-05
-0.09547294759431679,1.0000190420248205,9.309518823454454e-05
-0.09408405870544811,0.999788841209026,9.309486856959458e-05
-0.09269516981657944,0.9999994294374888,9.309415546733646e-05
-0.09130628092771076,1.0000307008278375,9.309381244228428e-05
-0.08991739203884208,1.0001663014409417,9.309348951967268e-05
-0.0885285031499734,0.9998780698017384,9.30930161696499e-05
-0.08713961426110473,0.999894359948022,9.30926375035654e-05
-0.0857507253717813,0.9999926189022736,9.309227495916818e-05
-0.08436183648314,1.000066894757471,9.309199676115486e-05
-0.08297294759427132,1.0000104261533955,9.309169986794164e-05
-0.08158405870540264,1.0000794199032816,9.309174519504832e-05
-0.08019516981676134,0.9998517747134824,9.309123330450322e-05
-0.07880628092766528,1.000114822033798,9.309098825565796e-05
-0.0774173920387966,1.0000273169656508,9.309058064869996e-05
-0.07602850314992793,1.0000865445908471,9.309037746302124e-05
-0.07463961426105925,1.0002396421900994,9.309000820114842e-05
-0.07325072537219057,1.0000531606104344,9.308977521646688e-05
-0.0718618364833219,0.9999169232726508,9.30892363496658e-05
-0.07047294759422584,0.9999199528491138,9.308850199800533e-05
-0.06908405870558454,0.9998883447473133,9.308835554311233e-05
-0.06769516981648849,1.0000970713554098,9.308780873004974e-05
-0.06630628092739244,0.9998394820647298,9.308748108814703e-05
-0.06491739203875113,1.0000247051277902,9.308704789742028e-05
-0.06352850314988245,0.9998924812839064,9.308680034101236e-05
-0.062139614261013776,1.0000132073963588,9.308640441287984e-05
-0.06075072537237247,1.0000184378946595,9.308610287323992e-05
-0.05936183648327642,1.0001349972635971,9.308572319417786e-05
-0.05797294759418037,0.9999384687501388,9.308533969867135e-05
-0.056584058705539064,0.9999711273918368,9.30850641796694e-05
-0.05519516981644301,1.0001336589463132,9.308485971951374e-05
-0.053806280927574335,0.9998283529933838,9.30847842602764e-05
-0.05241739203870566,1.0000325260544345,9.308428551195798e-05
-0.05102850314983698,1.0000416920543491,9.30839433963392e-05
-0.0496396142609683,1.000023295993692,9.308370240866776e-05
-0.04825072537209962,1.0000961961207335,9.308334539754617e-05
-0.04686183648300357,1.0000186045657646,9.30831266457096e-05
-0.04547294759436227,0.9999594229190912,9.30827978636508e-05
-0.04408405870549359,1.0000632804668423,9.308243582482365e-05
-0.04269516981662491,0.9999695377506884,9.308219889070336e-05
-0.04130628092798361,0.9999117410025652,9.308192124970595e-05
-0.03991739203866018,0.9998587421895594,9.308144784509246e-05
